1.000,0.343
2.000,0.128
3.000,0.101
4.000,0.084
5.000,0.070
6.000,0.061
7.000,0.054
8.000,0.048
9.000,0.048
10.000,0.041
11.000,0.039
12.000,0.037
13.000,0.039
14.000,0.032
15.000,0.031
16.000,0.032
17.000,0.027
18.000,0.027
19.000,0.025
20.000,0.024
